region,Resource,Resource_Type,cluster,R_ID,Zone,Num_VRE_Bins,THERM,VRE,MUST_RUN,STOR,FLEX,HYDRO,LDS,ESR_1,ESR_2,ESR_3,CapRes_1,CapRes_2,CapRes_3,CapRes_4,Min_Share,Max_Share,Existing_Cap_MWh,Existing_Cap_MW,Existing_Charge_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Min_Cap_MWh,Max_Charge_Cap_MW,Min_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Ratio_power_to_energy,Min_Duration,Max_Duration,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,regional_cost_multiplier,cap_recovery_years,wacc_real,cleanpower,RPSH_1,RPSH_2,RPSH_3,RPSH_4,RPSH_5,MinCapTag_1,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost
CA_S,CA_S_solar_photovoltaic_1,solar_photovoltaic,1,21,2,1,0,1,0,0,0,0,0,1,1,1,0.8,0.0,0.0,0.0,0,0,0.0,13852.6,0,683,13852.606,0,20.282,0,0.0,0,0,0,0,0,0,0.0,0.0,22887,0.0,0.0,0,0.0,0.0,0,0,0,0.0,9.0,0.437,0.191,None,0.0,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_N,WECC_N_biomass_1,biomass,1,22,3,0,0,0,1,0,0,0,0,1,0,1,0.0,0.93,0.0,0.0,0,0,0.0,27.1,0,30,45.09,-1,0.902,0,0.0,0,0,0,0,0,0,0.0,0.0,149833,0.0,0.0,0,4.01,0.0,0,0,0,0.0,11.28,5.068,4.057,biomass,0.43,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_N,WECC_N_conventional_hydroelectric_1,conventional_hydroelectric,1,23,3,0,0,0,0,0,0,1,0,0,0,1,0.0,0.8,0.0,0.0,0,0,0.0,4614.0,0,271,4614.046,-1,17.026,0,0.0,0,0,0,0,0,0,0.0,0.0,47048,0.0,0.0,0,0.0,0.0,0,0,0,0.0,8.77,0.0,0.027,None,0.0,0,1.0,1.0,1.87,1.0,0,0,0,0,0,0,0.0,0.083,0.083,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_N,WECC_N_conventional_steam_coal_1,conventional_steam_coal,1,24,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0,0,0.0,5473.0,0,15,5473.005,0,364.867,0,0.0,0,0,0,0,0,0,0.0,0.0,63261,0.0,0.0,0,1.88,0.0,0,0,124,16.5,10.76,0.781,1.517,mountain_coal,0.212,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.57,0.57,24,24,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
WECC_N,WECC_N_geothermal_1,geothermal,1,25,3,1,0,1,0,0,0,0,0,1,0,1,0.0,0.93,0.0,0.0,0,0,0.0,517.0,0,62,958.52,-1,8.339,0,0.0,0,0,0,0,0,0,0.0,0.0,209101,0.0,0.0,0,0.0,0.0,0,0,0,0.0,8.85,0.0,0.155,None,0.0,0,1.0,1.0,0.0,1.58,0,0,0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_N,WECC_N_natural_gas_fired_combined_cycle_1,natural_gas_fired_combined_cycle,1,26,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0,0,0.0,4075.6,0,9,4075.596,0,452.844,0,0.0,0,0,0,0,0,0,0.0,0.0,11406,0.0,0.0,0,3.7,0.0,0,0,92,2.0,7.53,0.327,0.511,mountain_naturalgas,0.274,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.64,0.64,6,6,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
WECC_N,WECC_N_natural_gas_fired_combustion_turbine_1,natural_gas_fired_combustion_turbine,1,27,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0,0,0.0,1534.4,0,38,1534.402,0,40.379,0,0.0,0,0,0,0,0,0,0.0,0.0,11947,0.0,0.0,0,5.23,0.0,0,0,119,3.5,11.59,1.305,1.96,mountain_naturalgas,0.436,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,3.78,3.78,1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
WECC_N,WECC_N_natural_gas_steam_turbine_1,natural_gas_steam_turbine,1,28,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0,0,0.0,411.1,0,8,411.096,0,51.387,0,0.0,0,0,0,0,0,0,0.0,0.0,51304,0.0,0.0,0,1.06,0.0,0,0,87,13.7,15.8,5.812,5.323,mountain_naturalgas,0.248,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.64,0.64,6,6,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
WECC_N,WECC_N_onshore_wind_turbine_1,onshore_wind_turbine,1,29,3,1,0,1,0,0,0,0,0,1,0,1,0.0,0.8,0.0,0.0,0,0,0.0,2826.0,0,64,2825.984,0,44.156,0,0.0,0,0,0,0,0,0,0.0,0.0,43000,0.0,0.0,0,0.0,0.0,0,0,0,0.0,8.87,0.0,0.153,None,0.0,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_N,WECC_N_solar_photovoltaic_1,solar_photovoltaic,1,30,3,1,0,1,0,0,0,0,0,1,0,1,0.0,0.8,0.0,0.0,0,0,0.0,3627.4,0,88,3627.36,0,41.22,0,0.0,0,0,0,0,0,0,0.0,0.0,22887,0.0,0.0,0,0.0,0.0,0,0,0,0.0,9.06,0.437,0.22,None,0.0,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_NMAZ,WECC_NMAZ_biomass_1,biomass,1,31,4,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.93,0,0,0.0,21.4,0,10,50.8,-1,2.138,0,0.0,0,0,0,0,0,0,0.0,0.0,149833,0.0,0.0,0,5.53,0.0,0,0,0,0.0,15.58,4.38,3.185,biomass,0.248,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_NMAZ,WECC_NMAZ_conventional_hydroelectric_1,conventional_hydroelectric,1,32,4,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.8,0,0,0.0,3958.9,0,56,3958.92,-1,70.695,0,0.0,0,0,0,0,0,0,0.0,0.0,47048,0.0,0.0,0,0.0,0.0,0,0,0,0.0,8.78,0.0,0.146,None,0.0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.083,0.083,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_NMAZ,WECC_NMAZ_conventional_steam_coal_1,conventional_steam_coal,1,33,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.93,0,0,0.0,4853.7,0,11,4853.695,0,441.245,0,0.0,0,0,0,0,0,0,0.0,0.0,63026,0.0,0.0,0,1.88,0.0,0,0,124,16.5,10.74,0.554,0.442,mountain_coal,0.316,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.57,0.57,24,24,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
WECC_NMAZ,WECC_NMAZ_geothermal_1,geothermal,1,34,4,1,0,1,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.93,0,0,0.0,6.1,0,5,19.2,-1,1.213,0,0.0,0,0,0,0,0,0,0.0,0.0,209101,0.0,0.0,0,0.0,0.0,0,0,0,0.0,8.77,0.0,0.0,None,0.0,0,1.0,1.0,0.0,1.58,0,0,0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_NMAZ,WECC_NMAZ_hydroelectric_pumped_storage_1,hydroelectric_pumped_storage,1,35,4,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.95,0,0,3008.55,194.1,0,6,194.1,-1,32.35,0,0.0,0,0,0,0,0,0,0.0,0.0,40608,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.67,0,0.866,0.866,0.0,0.083,14,16,0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
WECC_NMAZ,WECC_NMAZ_natural_gas_fired_combined_cycle_1,natural_gas_fired_combined_cycle,1,36,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.93,0,0,0.0,18547.4,0,51,18547.425,0,363.675,0,0.0,0,0,0,0,0,0,0.0,0.0,11015,0.0,0.0,0,3.64,0.0,0,0,92,2.0,7.52,1.69,1.629,mountain_naturalgas,0.375,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.64,0.64,6,6,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
WECC_NMAZ,WECC_NMAZ_natural_gas_fired_combustion_turbine_1,natural_gas_fired_combustion_turbine,1,37,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.93,0,0,0.0,6636.2,0,107,6636.247,0,62.021,0,0.0,0,0,0,0,0,0,0.0,0.0,10670,0.0,0.0,0,5.23,0.0,0,0,119,3.5,11.53,1.359,2.655,mountain_naturalgas,0.369,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,3.78,3.78,1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
WECC_NMAZ,WECC_NMAZ_natural_gas_steam_turbine_1,natural_gas_steam_turbine,1,38,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.93,0,0,0.0,1523.1,0,17,1523.098,0,89.594,0,0.0,0,0,0,0,0,0,0.0,0.0,51304,0.0,0.0,0,1.06,0.0,0,0,87,13.7,11.05,2.568,1.517,mountain_naturalgas,0.406,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.64,0.64,6,6,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
WECC_NMAZ,WECC_NMAZ_nuclear_1,nuclear,1,39,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.93,0,0,0.0,4209.6,0,3,4209.6,-1,1403.2,0,0.0,0,0,0,0,0,0,0.0,0.0,193275,0.0,0.0,0,0.0,0.0,0,0,248,0.0,10.45,0.0,0.0,mountain_uranium,0.5,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.25,0.25,24,24,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_NMAZ,WECC_NMAZ_onshore_wind_turbine_1,onshore_wind_turbine,1,40,4,1,0,1,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.8,0,0,0.0,3620.5,0,24,3620.496,0,150.854,0,0.0,0,0,0,0,0,0,0.0,0.0,43000,0.0,0.0,0,0.0,0.0,0,0,0,0.0,8.98,0.437,0.21,None,0.0,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_NMAZ,WECC_NMAZ_solar_photovoltaic_1,solar_photovoltaic,1,41,4,1,0,1,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.8,0,0,0.0,7429.0,0,269,7428.973,0,27.617,0,0.0,0,0,0,0,0,0,0.0,0.0,22887,0.0,0.0,0,0.0,0.0,0,0,0,0.0,8.99,0.437,0.195,None,0.0,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_PNW,WECC_PNW_biomass_1,biomass,1,42,5,0,0,0,1,0,0,0,0,1,0,1,0.0,0.93,0.0,0.0,0,0,0.0,246.8,0,112,898.352,-1,2.204,0,0.0,0,0,0,0,0,0,0.0,0.0,149833,0.0,0.0,0,4.86,0.0,0,0,0,0.0,13.79,2.775,3.609,biomass,0.18,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_PNW,WECC_PNW_conventional_hydroelectric_1,conventional_hydroelectric,1,43,5,0,0,0,0,0,0,1,0,0,0,1,0.0,0.8,0.0,0.0,0,0,0.0,30683.2,0,518,30683.212,-1,59.234,0,0.0,0,0,0,0,0,0,0.0,0.0,47048,0.0,0.0,0,0.0,0.0,0,0,0,0.0,8.77,0.0,0.674,None,0.0,0,1.0,1.0,2.02,1.0,0,0,0,0,0,0,0.0,0.083,0.083,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_PNW,WECC_PNW_geothermal_1,geothermal,1,44,5,1,0,1,0,0,0,0,0,1,0,1,0.0,0.93,0.0,0.0,0,0,0.0,24.3,0,4,36.7,-1,6.08,0,0.0,0,0,0,0,0,0,0.0,0.0,209101,0.0,0.0,0,0.0,0.0,0,0,0,0.0,8.82,0.109,0.219,None,0.0,0,1.0,1.0,0.0,1.58,0,0,0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_PNW,WECC_PNW_hydroelectric_pumped_storage_1,hydroelectric_pumped_storage,1,45,5,0,0,0,0,1,0,0,0,0,0,0,0.0,0.95,0.0,0.0,0,0,4867.0,314.0,0,6,313.998,-1,52.333,0,0.0,0,0,0,0,0,0,0.0,0.0,40608,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.866,0.866,0.0,0.083,14,16,0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
WECC_PNW,WECC_PNW_natural_gas_fired_combined_cycle_1,natural_gas_fired_combined_cycle,1,46,5,0,1,0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0,0,0.0,7454.6,0,21,7454.601,0,354.981,0,0.0,0,0,0,0,0,0,0.0,0.0,12629,0.0,0.0,0,4.01,0.0,0,0,92,2.0,7.67,1.224,1.137,pacific_naturalgas,0.43,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.64,0.64,6,6,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
WECC_PNW,WECC_PNW_natural_gas_fired_combustion_turbine_1,natural_gas_fired_combustion_turbine,1,47,5,0,1,0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0,0,0.0,1675.2,0,25,1675.2,0,67.008,0,0.0,0,0,0,0,0,0,0.0,0.0,10794,0.0,0.0,0,5.23,0.0,0,0,119,3.5,12.51,1.117,2.463,pacific_naturalgas,0.314,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,3.78,3.78,1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
WECC_PNW,WECC_PNW_natural_gas_steam_turbine_1,natural_gas_steam_turbine,1,48,5,0,1,0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0,0,0.0,5.0,0,1,5.0,0,5.0,0,0.0,0,0,0,0,0,0,0.0,0.0,51304,0.0,0.0,0,1.06,0.0,0,0,87,13.7,9.21,0.0,0.0,pacific_naturalgas,0.0,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.64,0.64,6,6,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
WECC_PNW,WECC_PNW_nuclear_1,nuclear,1,49,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.93,0.0,0.0,0,0,0.0,1200.0,0,1,1200.0,-1,1200.0,0,0.0,0,0,0,0,0,0,0.0,0.0,275171,0.0,0.0,0,0.0,0.0,0,0,248,0.0,10.45,0.0,0.0,pacific_uranium,0.5,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.25,0.25,24,24,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_PNW,WECC_PNW_onshore_wind_turbine_1,onshore_wind_turbine,1,50,5,1,0,1,0,0,0,0,0,1,0,1,0.0,0.8,0.0,0.0,0,0,0.0,7517.3,0,81,7517.286,0,92.806,0,0.0,0,0,0,0,0,0,0.0,0.0,43000,0.0,0.0,0,0.0,0.0,0,0,0,0.0,8.84,0.0,0.156,None,0.0,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_PNW,WECC_PNW_solar_photovoltaic_1,solar_photovoltaic,1,51,5,1,0,1,0,0,0,0,0,1,0,1,0.0,0.8,0.0,0.0,0,0,0.0,1289.5,0,119,1289.484,0,10.836,0,0.0,0,0,0,0,0,0,0.0,0.0,22887,0.0,0.0,0,0.0,0.0,0,0,0,0.0,9.16,0.0,0.167,None,0.0,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_WYCO,WECC_WYCO_biomass_1,biomass,1,52,6,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.93,0.0,0,0,0.0,21.9,0,13,46.605,-1,1.682,0,0.0,0,0,0,0,0,0,0.0,0.0,149833,0.0,0.0,0,3.92,0.0,0,0,0,0.0,11.02,3.762,2.21,biomass,0.15,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_WYCO,WECC_WYCO_conventional_hydroelectric_1,conventional_hydroelectric,1,53,6,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.8,0.0,0,0,0.0,991.0,0,99,990.99,-1,10.01,0,0.0,0,0,0,0,0,0,0.0,0.0,47048,0.0,0.0,0,0.0,0.0,0,0,0,0.0,8.78,0.0,0.096,None,0.0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.083,0.083,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_WYCO,WECC_WYCO_conventional_steam_coal_1,conventional_steam_coal,1,54,6,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.93,0.0,0,0,0.0,8692.9,0,31,8692.896,0,280.416,0,0.0,0,0,0,0,0,0,0.0,0.0,65138,0.0,0.0,0,1.88,0.0,0,0,124,16.5,11.18,1.931,1.354,mountain_coal,0.279,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.57,0.57,24,24,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
WECC_WYCO,WECC_WYCO_hydroelectric_pumped_storage_1,hydroelectric_pumped_storage,1,55,6,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.95,0.0,0,0,7881.75,508.5,0,5,508.5,-1,101.7,0,0.0,0,0,0,0,0,0,0.0,0.0,40608,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.295,0,0.866,0.866,0.0,0.083,14,16,0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
WECC_WYCO,WECC_WYCO_natural_gas_fired_combined_cycle_1,natural_gas_fired_combined_cycle,1,56,6,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.93,0.0,0,0,0.0,4014.2,0,14,4014.206,0,286.729,0,0.0,0,0,0,0,0,0,0.0,0.0,11927,0.0,0.0,0,3.91,0.0,0,0,92,2.0,8.87,2.786,2.597,mountain_naturalgas,0.336,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.64,0.64,6,6,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
WECC_WYCO,WECC_WYCO_natural_gas_fired_combustion_turbine_1,natural_gas_fired_combustion_turbine,1,57,6,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.93,0.0,0,0,0.0,3933.3,0,68,3933.324,0,57.843,0,0.0,0,0,0,0,0,0,0.0,0.0,10908,0.0,0.0,0,5.23,0.0,0,0,119,3.5,11.98,3.009,2.841,mountain_naturalgas,0.374,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,3.78,3.78,1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
WECC_WYCO,WECC_WYCO_natural_gas_steam_turbine_1,natural_gas_steam_turbine,1,58,6,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.93,0.0,0,0,0.0,483.1,0,6,483.102,0,80.517,0,0.0,0,0,0,0,0,0,0.0,0.0,51304,0.0,0.0,0,1.06,0.0,0,0,87,13.7,14.67,2.969,6.336,mountain_naturalgas,0.108,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.64,0.64,6,6,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
WECC_WYCO,WECC_WYCO_onshore_wind_turbine_1,onshore_wind_turbine,1,59,6,1,0,1,0,0,0,0,0,1,0,1,0.0,0.0,0.8,0.0,0,0,0.0,11318.8,0,76,11318.832,0,148.932,0,0.0,0,0,0,0,0,0,0.0,0.0,43000,0.0,0.0,0,0.0,0.0,0,0,0,0.0,9.03,0.437,0.2,None,0.0,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_WYCO,WECC_WYCO_solar_photovoltaic_1,solar_photovoltaic,1,60,6,1,0,1,0,0,0,0,0,1,0,1,0.0,0.0,0.8,0.0,0,0,0.0,1977.3,0,133,1977.311,0,14.867,0,0.0,0,0,0,0,0,0,0.0,0.0,22887,0.0,0.0,0,0.0,0.0,0,0,0,0.0,9.12,0.437,0.2,None,0.0,0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
CA_N,CA_N_distributed_generation_1,distributed_generation,1,61,1,0,0,0,1,0,0,0,0,1,1,1,0.8,0.0,0.0,0.0,0,0,0.0,4330.0,0,0,0.0,-1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
CA_S,CA_S_distributed_generation_1,distributed_generation,1,62,2,0,0,0,1,0,0,0,0,1,1,1,0.8,0.0,0.0,0.0,0,0,0.0,6774.0,0,0,0.0,-1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_NMAZ,WECC_NMAZ_distributed_generation_1,distributed_generation,1,63,4,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.8,0,0,0.0,2667.0,0,0,0.0,-1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_PNW,WECC_PNW_distributed_generation_1,distributed_generation,1,64,5,0,0,0,1,0,0,0,0,1,0,1,0.0,0.8,0.0,0.0,0,0,0.0,457.0,0,0,0.0,-1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_WYCO,WECC_WYCO_distributed_generation_1,distributed_generation,1,65,6,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.8,0.0,0,0,0.0,546.0,0,0,0.0,-1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
WECC_N,WECC_N_distributed_generation_1,distributed_generation,1,66,3,0,0,0,1,0,0,0,0,1,0,1,0.0,0.8,0.0,0.0,0,0,0.0,585.0,0,0,0.0,-1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
